"id","name","price","original_price","rating","filtration_capacity"
166,"Peore Pro Plus - 60  Water Purifier | Self Service Mode 7.5 L NF + UV Water Purifier","14,499","22,999","4.4","Filtration Capacity: 22 L/hr"
167,"Peore Pro - 80  Water Purifier | 7.5 L NF + UV Water Purifier","13,499","20,999","3.8","Filtration Capacity: 25 L/hr"
168,"LIVPURE Liv - Pep Pro Grand - DX 7 L RO + UV + Mineraliser Water Purifier Suitable for all - Borewell,...","13,299","16,490","4.3","Filtration Capacity: 15 L/hr"
169,"V-Guard Rejive 5 L RO + UF + Minerals + Alkaline Water Purifier with Stainless Steel Storage Tank","11,999","20,549","4.3","Filtration Capacity: 15 L/hr"
170,"E.F.M 25 LPH  Plant Commercial Water Purifier 25 L RO Water Purifier","5,649","22,999",NULL,"One year warranty for electrical parts"
171,"Royal Aquafresh SWIFT TPT 14 L RO + UV + UF + TDS Water Purifier","3,999","16,500","4.3","Filtration Capacity: 14 L/hr"
172,"Aqua Fresh Omega Opel copper 18 L RO + UV + UF + TDS Water Purifier with Prefilter","3,959","16,500","4","Filtration Capacity: 10 L/hr"
173,"Always Aqyagem(UFgravity)BasedWaterPurifierNonElectric Filter15 L 15 L Gravity Based Water Purifier","1,599","2,500","4.4","na"
174,"Grand plus AG 16 L Port 16 L Gravity Based Water Purifier","999","2,999","3.6",NULL
175,"Aquaguard Delight NXT Aquasaver 6.2 L RO + UV + MTDS + MC Water Purifier | Upto 60% Water Savings | 9-...","12,499","22,000","4.1","Filtration Capacity: 15 L/hr"
176,"Royal Aquafresh Omega RAF New B Swift 18 L RO + UV + UF + TDS Water Purifier with Prefilter","3,749","16,500","4","Filtration Capacity: 10 L/hr"
177,"NILE GENERIC 9 L RO + UV + UF + TDS + Mineral Water Purifier","7,899","14,999",NULL,"1"
178,"AO Smith F9 5 L RO + SCMT Water Purifier (Silver Charged Membrane Tech) Water Purifier White | Baby-Sa...","12,999","20,475","4.4","1 Year Comprehensive Warranty"
179,"AQUA Grand RO Alkaline Water Purifier Filter 12 L RO + UV + UF + TDS + Alkaline Water Purifier","3,749","15,999",NULL,"Filtration Capacity: 20 L/hr"
180,"NILE AQUA ZURIC 9 L RO + UV + UF + TDS + Mineral Water Purifier","7,899","14,999",NULL,"1"
181,"NILE ?Generic 9 L RO + UV + UF + TDS + Mineral Water Purifier","7,899","15,999",NULL,"1"
182,"AO Smith Z2+ 5 L RO Water Purifier 6-Stages of Purification| Digital Display| Under the Sink placement...","20,599","25,900","4.2","Filtration Capacity: 15 l/hr"
183,"V-Guard Rejive 6.5 L RO + UF + Minerals Water Purifier","8,999","16,349","4.3","Filtration Capacity: 15 L/hr"
184,"LG WW184EPB 8 L RO + UV + MB Water Purifier Suitable for all - Borewell, Tanker, Municipality Water","28,500","36,999","4.5","Filtration Capacity: 10 L/hr"
185,"Aquatec Plus Advance plus 12 L RO + UV + UF + TDS Water Purifier","7,236","15,999","4.3","Filtration Capacity: 15 L/hr"
186,"NILE Generic 9 L RO + UV + UF + TDS + Mineral Water Purifier","7,899","14,999",NULL,"1"
187,"AquaDpure Bio Zinc with Copper Alkaline RO Water Purifier 12 L RO + UV + UF + TDS + ALK + Copper Water...","4,875","24,999","3.9","Filtration Capacity: 12 L/hr"
188,"Aquaguard Glory UV+UF+SS 5 L UV + UF + Copper Water Purifier | Stainless Steel Tank | 8-Stage Purifica...","12,399","22,000","4.3","1 Year Warranty"
189,"aquahealth care 100 LPH Commercial Water Purifier System Stainless Steel Fully Automatic 100 L RO + UV...","15,500","56,900","4","Filtration Capacity: 100 L/hr"
190,"KENT Pearl ZW 8 L RO + UV + UF + TDS Water Purifier","19,649","23,500","4.4","1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge"
191,"Royal Aquafresh RED SWIFT 10 L RO + UV + UF + TDS Water Purifier","3,699","16,500",NULL,"Filtration Capacity: 10 L/hr"
192,"Always Pure Natural Alkaline 7 stage UV Without RO 15 L UV + UF + Minerals + Copper Water Purifier","2,499","9,999","3.9","Filtration Capacity: 90 L/hr"
193,"LG WW174NPB 8 L RO + UV + MB Water Purifier Suitable for all - Borewell, Tanker, Municipality Water","22,990","29,799","4.4","1 Year Warranty on Product and 10 Years Warranty on Tank from Manufacturer"
194,"LG WW120EP 8 L RO Water Purifier With Dual Protection Stainless Steel Tank, Smart Display","24,999",NULL,"4.8","Filtration Capacity: 20 L/Hr"
195,"AquaDpure Zinc Copper + Alkaline Best For Home and Office,(AS79 Duke Gold Zinc C+A) 12 L RO + UV + UF ...","4,937","24,999","4","Filtration Capacity: 12 L/hr"
196,"Royal Aquafresh SWIFT CPR 10 L RO + UV + UF + Copper + TDS Control Water Purifier","3,799","16,500",NULL,"Filtration Capacity: 10 L/hr"
197,"AO Smith Z2+ 5 L RO Water Purifier 6-Stages of Purification| Digital Display| Under the Sink placement...","20,599","25,900","4.2","Filtration Capacity: 15 l/hr"
198,"proven Fully Automatic For Home and Office (Made In India) 12 L RO + UV + UF + Copper + TDS Control Wa...","4,699","17,990","4.2","Filtration Capacity: 15 L/hr"
199,"AO Smith UTC X5+ 6 L RO Water Purifier RO + Min-Tech (Mineraliser Technology)|6-Stages of Purification...","15,999","21,100","4.2","Filtration Capacity: 15 l/hr"
200,"AquaDpure Water Purifier with Copper Alkaline Multiple Purification Process 12 L RO + UV + UF + TDS + ...","4,939","25,999","3.6","Filtration Capacity: 12 L/hr"
201,"nexus pure SENSIBLE COPPER 10 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier","5,759","17,422","4.1","Filtration Capacity: 20 L/hr"
202,"Always Dellpure Zinc Copper 9 Stage Purification Water purifier With LED INDICATOR 12 L RO + UV + UF +...","3,799","16,500","4.5","1 Year Offsite War their RO once it is delivered. (A)- 1 Year W_Customer have to call the customer support & registearranty on all electricla parts"
203,"AQUA Storm LED INDICATOR 12 L RO + UV + UF + TDS Water Purifier","3,644","14,500","3.8","Filtration Capacity: 12 L/hr"
204,"AO Smith Z8 10 L RO Water Purifier (Silver Charged Membrane Tech) Water Purifier Black | Hot + Normal ...","24,299","29,350","4.4","Filtration Capacity: 15 L/hr"
205,"Aqua Fresh FUSION COV B COPPER+RO+UV+TDS AUTOMATIC ELECTRICAL BOREWELL BEST 12 L RO + UV Water Purifie...","3,899","13,999","3.9","Filtration Capacity: 12 L/hr"
206,"KENT Sterling Plus 6 L RO + UV + UF + TDS Water Purifier","20,949","23,500","4.1","1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge"
207,"AquaDpure 4 in 1 Alkaline Zinc Filter RO Water Purifier with 10 Stage Purification 12 L RO + UV + UF +...","4,752","24,999",NULL,"Filtration Capacity: 12 L/hr"
208,"Aqua Frisch Storm Black Copper with Orp+Alkaline+Ro+Uf+Tds Adjuster+Antioxidant 12 L RO Water Purifier...","3,999","20,000","4","Filtration Capacity: 15 L/hr"
209,"LIVPURE LIV-BOLT+ COPPER(RO+UV+MIN) 7 L RO + UV + Mineraliser Water Purifier","12,799","17,990","4.3","Filtration Capacity: 15 L/hr"
210,"AquaDpure 4 in 1 Copper Filter RO Water Purifier with 10 Stage Purification 12 L RO + UV + UF + TDS + ...","4,810","24,999",NULL,"Filtration Capacity: 12 L/hr"
211,"AquaDpure 4 in 1 Copper Alkaline Filter RO Water Purifier with 10 Stage Purification 12 L RO + UV + UF...","4,800","24,999",NULL,"Filtration Capacity: 12 L/hr"
212,"Pureit REVITO MAX 9 L RO + MF + UV in Tank + Minerals Water Purifier","20,790","30,999","4.8","Filtration Capacity: 28 L/hr"
213,"Pureit VITAL MAX RO+UV+MP with FiltraPower Technology 7 L RO + UV Water Purifier","14,900","23,999","4.5","1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables & Germkill Kit. Technician Visit"
214,"Aquagrand Opel Copper Filter 18 L RO + UV + UF + TDS Water Purifier","3,883","15,500","3.7","Filtration Capacity: 18 L/hr"
215,"AquaDpure 25 LPH Commercial RO+UV Water Purifier Plant Double Purification Blue Stainless steel Full A...","7,759","29,999","4","Filtration Capacity: 25 L/hr"
216,"Hydroshell Bio Copper Alkaline FIlter Technology 12 L RO + UV + UF + Minerals + Copper Water Purifier","4,998","24,999",NULL,"Filtration Capacity: 12 L/hr"
217,"AO Smith UTC X5+ 6 L RO Water Purifier RO + Min-Tech (Mineraliser Technology)|6-Stages of Purification...","15,999","21,100","4.2","Filtration Capacity: 15 l/hr"
218,"AO Smith ProPlanet P4 5 L RO + SCMT Water Purifier","19,500",NULL,"4","1 Year Comprehensive Warranty"
219,"AQUA wavex COPPER MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier","3,782","15,590","4","Filtration Capacity: 12 L/hr"
220,"Blair MISTY(BLACK) ALKALINE 15 L RO + UV + UF + TDS Water Purifier","5,468","20,690","3.5","Filtration Capacity: 15 L/hr"
221,"Royal Aquafresh RED SWIFT 10 L RO + UV + UF + Copper + TDS Control Water Purifier","3,799","16,500",NULL,"Filtration Capacity: 10 L/hr"
222,"Aqua Fresh AquaX Sage 15 L RO + UV + UF + TDS + Copper Water Purifier with Prefilter","3,899","16,500","4","Filtration Capacity: 12 L/hr"
223,"Aquaguard Slim Glass  Bar inline UV Water Purifier | Instant | Toughened Glass Exterior | Input & Outp...","16,990","23,500","3.4","1 Year Warranty"
224,"MarQ by Flipkart DIVO 25 L Gravity Based + UF Water Purifier","1,799","2,999","3.9","Warranty of the product is limited to manufacturing defects only."
225,"AQUA Skyland Model With TDS controller 18 L RO + UV + UF + Minerals Water Purifier","3,898","14,500","3.9","Filtration Capacity: 18 L/hr"
226,"AquaDpure RO Water Purifier with Bio Alkaline and Aqua Copper Infuser Technology 12 L RO + UV + UF + T...","4,896","21,999",NULL,"Filtration Capacity: 12 L/hr"
227,"Hydroshell 50 LPH commercial RO + UV water purifier Plant 50 Liter Per Hour Blue Stainless steel Full ...","11,999","38,999","4.2","Filtration Capacity: 50 L/hr"
228,"Aqua Fresh AQUA MINI TPT SMOK SWIFT 10 L RO + UV + UF + Copper + TDS Control Water Purifier with Prefi...","4,099","16,500","4.1","Filtration Capacity: 10 L/hr"
229,"Aquaguard Copper EDEN 5 L RO + UV + MTDS + SS (AS) Water Purifier","36,500",NULL,"4.8","1 Year Comprehensive Domestic Warranty"
230,"AquaDpure Duke Active Copper 12 L RO + UV + UF + Copper + TDS Control Water Purifier","4,872","24,999",NULL,"Filtration Capacity: 12 L/hr"
231,"AquaDpure Copper + Bio-Alkaline+UV Purified Water(S79 Transparent Copper Alkaline) 12 L RO + UV + UF +...","4,949","24,999",NULL,"Filtration Capacity: 12 L/hr"
232,"Aquatec Plus Skyland 18 L RO + UV + UF + TDS Water Purifier","5,699","13,999","4.3","Filtration Capacity: 15 L/hr"
233,"AQUA Swift Model 15 L RO + UV + UF + TDS Water Purifier","4,053","14,000","4.1","Filtration Capacity: 15 L/hr"
234,"KENT Prime Plus (11065) 9 L RO + UV + UF + TDS Water Purifier","20,100","20,500","4.4","Filtration Capacity: 20 L/hr"
235,"Grand plus RO+UV+UF+TDS+COPPER WATER PURIFIER 14 L RO + UV + UF + TDS + Copper Water Purifier","3,799","16,500","4","Filtration Capacity: 14 L/hr"
236,"iLiv RO+UF+Alkaline 4 in 1 minerals cartridge+Detachable Tank+15LPH (BLUE) 7 L RO + UF + Minerals + Al...","9,500","14,999",NULL,"Warranty is applicable only for Manufacturing Defects of booster pump and SMPS only"
237,"iLiv UF & TDS RO Minirals and Alkaline 7 L RO + UF + TDS + ALK Water Purifier","9,500","14,999",NULL,"Warranty is applicable only for Manufacturing Defects of booster pump and SMPS only"
238,"HAVELLS Fab  Storage 7 L UV Water Purifier Suitable only for Municipality Water Supply","8,490","13,199","3.5","1 Year Warranty"
239,"Aquaguard Eden RO+UV+MTDS+SS (GWPDERUMS00000, Black) 6 L RO + UV + MTDS Water Purifier","21,990","36,000","4.1","12 Month Manufacturing Warranty"
240,"Blue Star Excella 6 L RO + UV + UF Water Purifier Suitable for all - Borewell, Tanker, Municipality Wa...","6,999","13,900","3.1","Filtration Capacity: 8 L/hr"
241,"KENT GOLD STAR (11018) 22 L Gravity Based + UF Water Purifier","2,299","2,900","4","Filtration Capacity: 22 L/hr"
242,"LG WW142NPC 8 L RO Water Purifier Suitable for all - Borewell, Tanker, Municipality Water","17,990","24,499","4.4","1 Year on Product and 10 Years on Tank from Manufacturer"
243,"Aquaguard Neo UV+UF+MC 6.2 L UV + UF Water Purifier","9,800","15,000","3.9","1 Years Manufacturer Warranty"
244,"Always aurotic Instant Hot and Normal 10 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Pu...","8,990","21,500","4","Filtration Capacity: 15 L/hr"
245,"Tata Swach 58645 10 L Gravity Based Water Purifier","799","899",NULL,"6 month"
246,"E.F.M Aquafresh ro/ cabinet/body 12 litre storage high quality 12 L RO + UV + UF Water Purifier","1,349","2,499","4.1","0"
247,"Royal Aquafresh Omega RAF Opel Copper 18 L RO + UV + UF + TDS Water Purifier with Prefilter","3,789","16,500","4","Filtration Capacity: 10 L/hr"
248,"Aqua Fresh EPICAQUA+RO+UV+UF+TDS ADJUSTER 12L + 1 YEAR WARRANTY+3 YEAR SERVICE FREE 12 L RO + UV + UF ...","8,099","16,500","4","Filtration Capacity: 12 L/hr"
249,"AO Smith INTELLI-+ 4.5 L UV Water Purifier","11,500","13,100",NULL,"Filtration Capacity: 2 L/hr"
250,"LG WW140NP 8 L RO + UV + UF + TDS Water Purifier","17,499","22,900",NULL,"1 year complete and 10 year on tank and other manufacturing defects"
251,"E.F.M Dezire Water Purifier Regular Domestic RO System 16 L RO + UV + UF + TDS Water Purifier","4,699","9,500","4.2","Filtration Capacity: 16 L/hr"
252,"Aqua Fresh Copper opel 18 ltr +water filter 18 L RO + UV + UF + TDS Water Purifier with Prefilter","3,869","16,500","3.9","Filtration Capacity: 18 L/hr"
253,"AQUA SKYLAND Model 18 L ALKALINE INE B12 18 L RO + UV + UF + TDS Water Purifier","3,839","15,999","3.7","Filtration Capacity: 18 L/hr"
254,"konvio neer Grasvity 18liter with candel 2 18 L Gravity Based Water Purifier","2,043","3,999","4.3","Filtration Capacity: 1 L/hr"
255,"AQUA Pearl Water Purifier Copper TDS Adjuster 12 L RO + UV + Copper Water Purifier","8,599","18,499",NULL,"Filtration Capacity: 20 L/hr"
256,"Aqua Fresh Omega Epic 12 L RO + UV + UF + TDS Water Purifier","4,208","16,500","4","Filtration Capacity: 10 L/hr"
257,"Aquaguard Superio RO+UV+MTDS+SS 5 L RO + UV + MTDS + SS Water Purifier","19,499","26,999",NULL,"Filtration Capacity: 15 (L/hrs"
258,"realme TechLife realpure Water Purifier 10 L RO + UV + UF Water Purifier Suitable for all - Borewell, ...","7,999","15,999","3.1","Filtration Capacity: 15 L/hr"
259,"Kinsco Aqua Seven Copper Zinc and Alkaline(Power of 3) 15 L RO + UV + UF + Copper Guard + pH enhancer ...","3,999","20,000","4.4","1 Year Warranty on Electrical items"
260,"Tata Swach 445666 12 L RO Water Purifier","1,000","1,200",NULL,"1"
261,"AQUA Fresh CRUX Copper Water Purifier | Multiple Purification Process | 12 L RO + UV + UF + TDS + Copp...","4,274","15,500","4","1 year warranty only PUMP and SMPS.Installation will be provided by seller"
262,"Aqua Fresh Omega Audi+Ro+Uv+Uf+tds 12 L RO + UV + UF + TDS Water Purifier with Prefilter","3,899","16,500","4.3","Filtration Capacity: 10 L/hr"
263,"AQUA Pearl Copper Alkaline RO + UV + TDS Water Purifier 12 L RO + UF + UV + UV_LED + TDS Control Water...","5,348","12,600","4.1","Filtration Capacity: 20 L/hr"
264,"Aquaguard Ritz 5 L RO + UV + MTDS + Alkaline Water Purifier Suitable for all - Borewell, Tanker, Munic...","17,999","23,000","4","1 Year Domestic Warranty"
265,"KENT Grand Plus-Black RO Water Purifier 111099B 20 L RO + UV + UF + TDS Control + UV in Tank Water Pur...","18,895","23,000","4.2","On-site Service"
266,"COMPTY Vitara 15 L-White 15 L Mineral RO + UV + MF + MP Water Purifier","3,499","12,999",NULL,"Filtration Capacity: 15 L/hr"
267,"Pureit Marvella  G2 4 L UV Water Purifier Suitable only for Municipality Water Supply","8,490","10,490","4.5","Filtration Capacity: 120 L/hr"
268,"V-Guard Rejive 6.5 L RO + UV + Minerals + Alkaline Water Purifier","11,499","21,499","4.3","Filtration Capacity: 15 L/hr"
269,"KENT Grand Plus New 9 L RO + UV + UF + TDS Water Purifier","18,940","20,500","4.4","1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge"
270,"V-Guard Rejive 6.5 L RO + UV + MF + Minerals Water Purifier","9,999","18,349","4.3","Filtration Capacity: 15 L/hr"
271,"AQUA Full Megastar Mineral ALKALINE ro+uv+uf+tds 15 L 15 L RO + UV + UF + TDS Water Purifier","3,687","14,500","4.4","Filtration Capacity: 15 L/hr"
272,"Prestige Tattva 2.0 16 L Gravity Based Water Purifier","3,999","4,495","3.8","Filtration Capacity: 1500 L"
273,"Aqua Active Misty RO+UV+ALK+MI+TDS Controller 10 L RO + UV Water Purifier","8,026","19,999","3.8","Filtration Capacity: 16 L/hr"
274,"HAVELLS Digitouch Alkaline 6 L RO + UV + UF + TDS Water Purifier 8 Stages, Smart touch dispensing, Dou...","12,998","25,499","3.4","Filtration Capacity: 15 L/hr"
470,"Karofi L56 14 L RO Water Purifier","37,959","59,999",NULL,"1 Year Warranty on Product and 5 Years Service on Product from Karofi"
275,"AQUA AQ- aquagand best water purifier RO. UV. UF. TDS. MINIRALS. 12ltrs tank. abs plastik. pree filter...","3,819","12,900","3.6","Filtration Capacity: 15 L/hr"
276,"MarQ by Flipkart AQUA BIZ GREEN 12 L RO + UV + UF + TDS + ALK + Copper Water Purifier with Pre filter ...","4,199","16,500","3.8","Filtration Capacity: 10 L/hr"
277,"Kinsco Aqua Punch Copper Charge Ro 15 L RO + UV + UF + TDS + Copper Water Purifier with Prefilter and ...","4,499","20,000","4.3","Filtration Capacity: 15 L/hr"
278,"AquaDpure RO Water Purifier Alkaline with Pre Filter & Aqua Copper 12 L RO + UV + UF + Copper + TDS Co...","4,899","24,747","3.9","Filtration Capacity: 12 L/hr"
279,"AquaDpure Aqua Copper + TDS Adjuster/Controller Water Filter for Home 12 L RO + UV + UF + Minerals + C...","4,949","24,999","4.2","Filtration Capacity: 12 L/hr"
280,"SHAPURE Aqua 2090 RO Water Purifier | Modern & Invisible Screw | 7 Stage NEXT Technology 10 L RO + UV ...","5,699","19,999","3.8","Filtration Capacity: 20 L/hr"
281,"Beyond water Water Purifier 4 Stage NON-Electric with Activated Carbon Gravity Based Water Purifier","1,899","3,999","4","Filtration Capacity: 30 L/hr"
282,"Aqua Fresh Titanium Series 1 Years Warranty India 1st BIS (IS 16240 :2023) CM/L8100159306 8 L RO + UV ...","5,499","16,500","4.2","Filtration Capacity: 8 L/hr"
283,"KENT Ace & Vegetable Cleaner 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier Suitable for a...","16,999","26,500","4.3","Filtration Capacity: 20 L/hr"
284,"Purosis Pure aqua 9 L RO + UV + Alkaline Water Purifier","8,000","20,000","3.9","Filtration Capacity: 7000 L/hr"
285,"Aqua Active Xtreme 9 L RO + UV + UF + IBT + Alkaline Water Purifier","8,053","24,000","4","Filtration Capacity: 20 L/hr"
286,"MarQ by Flipkart Black Storm Ciaz 15 L RO + UV + CU Guard + Alkaline Enhancer + Mineral Water Purifier...","4,199","16,500","3.9","Filtration Capacity: 12 L/hr"
287,"KENT CRYSTAL ALKALINE 11 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier","18,524","23,250","4.2","1 YEAR WARRANTY + 3 YEARS FREE SERVICE"
288,"KENT EXCELL+(11003) 7 L RO + UV Water Purifier","19,899","23,500","4.2","Filtration Capacity: 15 L/hr"
289,"Blue Mount Magna (7 Stage Mineral Gravity Purifier) 18 L Gravity Based + UF Water Purifier","1,471","2,090",NULL,"Filtration Capacity: 15 L/hr"
290,"Faber FWP NEUTRON PLUS 10 L RO + UV + UF Water Purifier","11,999","19,990","4.2","Filtration Capacity: 10 L/hr"
291,"LG  Mineral Booster Filter Change Indicator Dual Protection Stainless Steel Tank 8 L RO Water Purifier","21,999",NULL,"4.3","Filtration Capacity: 10 L/hr"
292,"V-Guard Rejive 6.5 L RO + UF + Minerals + Alkaline Water Purifier","9,999","19,149","4.3","Filtration Capacity: 15 L/hr"
293,"Home-pro Stainless Steel Non Electric Water Filter with 4 Candle 30 L Gravity Based Water Purifier","1,899","4,704","3.9","Filtration Capacity: 1 L/hr"
294,"AQUA Golden Black Audi Purify 15 L RO + UV + UF + TDS Water Purifier","3,679","14,500","3.9","Filtration Capacity: 15 L/hr"
295,"Aqua Active Misty RO+UV+TDS Controller 10 L RO + UV Water Purifier","7,999","29,999","4.1","Filtration Capacity: 14 L/hr"
296,"KENT GOLD OPTIMA (WATER PURIFIRE) 10 L Gravity Based Water Purifier","1,900",NULL,"3.8","1 YEAR"
297,"Aqua Fresh MINERAL POT MUNICIPLE WATER gravity based 16 L NON ELECTIC WATER PURIFIER 16 L Gravity Base...","1,001","2,999","3.8","WARRANTY ON MANUFACTURING DEFECT"
298,"Aquaguard Eden Reverse Osmosis (RO) and Ultraviolet (UV) With MTDS Technology & SS Tank 5.2 L RO + UV ...","21,990","38,500","4.8","1 Years Manufacturer Warranty"
299,"nexus pure DRIFT 4 COPPER + ALKALINE 14 L RO + UV + UF + TDS Water Purifier","3,891","17,411","3.9","Filtration Capacity: 20 L/hr"
300,"Aquaguard Superio 5 L RO + UV + MTDS + SS (AS) Water Purifier","17,900","28,000","3.8","1 Years Manufacturer Warranty"
301,"JX PERT Aquafresh ro/ cabinet/body 12 litre storage with clamp hand tap and TDS Meter 12 L RO + UV + U...","1,399","2,499","3.9","0"
302,"HAVELLS Digiplus 6 L RO + UV Water Purifier 8 Stages, Double UV Purification",NULL,NULL,"4.1","1 Year Warranty"
303,"Grand plus COPPPER AUDI 14 L RO + UV + UF + TDS Water Purifier with Prefilter","3,899","16,500","4","Filtration Capacity: 1 L/hr"
304,"proven Water Purifier with Copper Charge Technology black & copper(Made In India) 12 L RO + UV + UF + ...","5,499","19,990","4.2","Filtration Capacity: 12 L/hr"
305,"AQUA LIBRA Water net 7 L RO + UV + MTDS Water Purifier","4,890","14,999","5","Only electric parts"
306,"Grand plus UV UF TDS CONTROLLER WITH 14 STAGE 17 L  Water Purifier 17 L RO + UV + UF + TDS Water Purif...","3,799","16,500","3.8",NULL
307,"LIVPURE LIV-PLATINO-PLUS-COPPER2000 8.5 L RO + UV + UF + Minerals + Copper Water Purifier","16,680","23,990","4.5","Filtration Capacity: 15 L/hr"
308,"NILE Merlin - Fully Automatic Water Purifier with LED Indicator 15 L RO + UV + UF + TDS + ALK + Copper...","16,899","50,000",NULL,"Full Cover"
309,"KENT 11138 Smart  | 4 Stage Smart Online  Water Purifier | Wall Mountable | High Purification Upto 60 ...","6,250","9,000","3.8","1 year domestic manufacturer warranty"
310,"Aqua Fresh AURA ALKALINE ro+uv+uf+tds+mineral Electrical ground water purifier 15L 15 L RO + UV + UF +...","4,899","13,999","4","Filtration Capacity: 12 L/hr"
311,"Aquaguard Slim Glass UV Storage 2.5 L UV + UF + Copper Water Purifier | Toughened Glass Exterior | Inp...","18,990","26,500","5","1 Year Warranty"
312,"Remino 50 LPH Commercial RO Water Purifier Plant/Filter Stainless Steel 50 litre per hour With TDS Adj...","10,751","29,999","4.5","Filtration Capacity: 50 L/hr"
313,"Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + UF + MP + MTDS Water Purifier Suitable for ...","18,000","19,000","4.1","Filtration Capacity: 15 L/hr"
314,"AquaActive WaterSaverROUVPHCUZN 10 L Mineral RO + UV + MF + MP Water Purifier","8,483","32,490","3.8","Filtration Capacity: 16 L/hr"
315,"AQUA NINE LED Display Model 12 L RO + UV + UF + TDS Water Purifier","4,749","14,500","3.9","Filtration Capacity: 12 L/hr"
316,"Aqua Fresh MINERAL POT MUNICIPAL WATER NO TASTE CHANGE NON ELECTRIC 16 L Gravity Based Water Purifier","921","2,999","3.3","ONE YEAR OFFSITE WARRANTY"
317,"Tata Swach 5865563563 3 L Gravity Based + EAT Water Purifier","2,999","3,999",NULL,"NA"
318,"NILE P&A WATER PURIFIRE 10 L UV + UF + Alkaline Water Purifier","6,599","18,000",NULL,"service"
319,"Peore Pro Plus - 80  Water Purifier | Self Service Mode 7.5 L NF + UV Water Purifier","14,499","22,999","4.6","Filtration Capacity: 25 L/hr"
320,"Blue Star Eleanor 8 L RO + UV + UF Water Purifier","10,999","22,900","4.2","Filtration Capacity: 12 L/hr"
321,"Grand plus BLUE SWIFT GP Z1001 10 L RO + UV + UF + Minerals + Copper Water Purifier","3,962","16,500","3.5","Filtration Capacity: 10 L/hr"
322,"Pureit CLASSIC + G2 DOUBLE PURITY LOCK UV Water Purifier","7,090","9,250","4.4","service centre"
323,"Ferrum Ultra Pure Water Filter Stainless Steel with American Engineered Ultrafilters 20 L Gravity Base...","1,700","3,200","3.7","Filtration Capacity: 6 L/hr"
324,"R.K. AQUA FRESH INDIA GT-02 8Ltrs Alkaline Enriched 8 L RO + UV + UF + TDS + Alkaline Water Purifier","5,099","15,999","3.3","One Year Warranty On All Electronic parts Except Uv Lamp For Every Visit Customer Need To Pay 350rs Directly to technician"
325,"Blair ALTIS (BLACK) ADVANCE RO+UV+UF+TDS +COPPER+ALKALINE 13 L RO + UV + UF + TDS Control + Alkaline +...","4,712","19,999","4.7","Filtration Capacity: 17 L/hr"
326,"Tata Swach S33 30 L Gravity Based Water Purifier","4,499","4,999",NULL,"1 Year"
327,"aqua gear Choosing the Right Water Purifier for Your Health and Home 20 L RO + UV + UF + Copper + TDS ...","4,499","19,999",NULL,"Filtration Capacity: 5000 L/hr"
328,"konvio neer Steel Gravity filter Non Electric Stainless 18 L Gravity Based Water Purifier","2,249","3,999","3.7","Filtration Capacity: 3 L/hr"
329,"Aquaguard Mist NXT + inline suitable for municipal water (TDS up to 200 PPM) UV Water Purifier","6,990","14,000","3.6","1 Year Domestic Warranty"
330,"Aquaguard CHAMP RO+UV 6 L RO + UV Water Purifier","8,940","9,099","4.1","1 year comprehensive domestive warranty"
331,"FABER FWP Neutron PRO (RO+UV+COPPER GUARD+PH ENHANCER+MINERAL FILTER) 10 L RO + UV + CU Guard + Alkali...","10,300","20,490","3.9","12 months Warranty on Product. It includes manufacturing defects but excludes physical damage. Technician Visit"
332,"KENT Pride Plus (11067) 8 L RO + UV + UF + TDS Water Purifier","14,980","19,500","4.3","Filtration Capacity: 15 L/hr"
333,"SUPER AQUAFRESH FUSION BLACK COPPER+RO+UV+TDS AUTOMATIC ELECTRICAL BOREWELL BEST WATER PURIFIER 12 L R...","4,100","6,999",NULL,"Filtration Capacity: 12 L/hr"
334,"PureOne AQUA 2090 10 L RO + Copper Water Purifier","6,470","12,999","3.6","Filtration Capacity: 15 L/hr"
335,"KENT EXCELL+ 15 LITRES UNDER THE COUNTER RO + UV/UF+TDS CONTROLLER (WHITE) 15-LTR/HR WATER PURIFIER 15...","16,849","19,500",NULL,"Filtration Capacity: 15 L/hr"
336,"V-Guard Requpro High Recovery RO with Stainless Steel Tank, 3X Water Saving & Alkaline 5.5 L RO + UV +...","16,999","31,699","4.3","Filtration Capacity: 20 L/hr"
337,"Aquaguard PREMIER Active Copper With Zinc Booster Technology 6.2 L RO + UV + TA Water Purifier","17,500","23,500","3.7","1 Year"
338,"Sastaacha Aqua Ro Only Cabinet Body ABS Food Grade Quality 12 L RO + UV + UF + Minerals + Alkaline Wat...","1,499","2,199",NULL,"NO"
